Relative Time,Time,Air Lift Pressure,Jet Water Pressure,Air Suction 1,Air Suction 2,Rack Drive Lowering,Swivel RPM,FWD,Torque,AFT,Pitch,Roll,Feed Result,Drill Depth,Tower Feed Setpoint,Drill Speed Setpoint
0:18:02,5:15:08,9.845,13.189,-0.339,-0.337,-365.986,6.637,5.098,82.248,4.808,1.646,2.683,-2193.703,211.68,57.142,66.223
0:18:04,5:15:10,9.836,13.173,-0.345,-0.345,-341.892,6.637,5.081,81.056,4.801,0.964,2.367,-2110.172,131.42,57.142,66.223
0:18:06,5:15:12,9.813,13.17,-0.347,-0.349,0,6.637,5.09,81.056,4.808,1.017,2.486,-2281.828,59.36,57.142,66.223
0:18:08,5:15:14,9.86,13.173,-0.315,-0.316,0,6.448,5.098,50.064,4.833,0.626,2.854,-323.086,56.98,57.142,66.223
0:18:10,5:15:16,9.883,13.163,-0.282,-0.282,0,5.03,5.085,46.488,4.813,1.048,2.627,-323.086,56.98,57.142,66.223
0:18:12,5:15:18,9.895,13.169,-0.28,-0.284,0,3.09,5.098,46.488,4.845,1.033,2.758,0,56.98,57.142,66.223
0:18:14,5:15:20,9.859,13.15,-0.31,-0.316,0,1.615,5.106,45.296,4.795,1.307,2.637,0,56.98,57.142,66.223
0:18:16,5:15:22,9.866,13.174,-0.313,-0.31,0,0,5.081,45.296,4.813,1.059,2.687,0,56.98,57.142,66.223
0:18:18,5:15:24,9.869,13.173,-0.294,-0.295,0,0,5.098,45.296,4.85,1.351,2.82,0,56.98,57.142,66.223
0:18:20,5:15:26,9.865,13.179,-0.296,-0.298,-446.165,0,5.078,45.296,4.873,1.325,2.915,0,34.92,57.142,66.223
0:18:22,5:15:28,9.84,13.163,-0.311,-0.317,0,0,5.09,46.488,4.893,2.099,2.709,-697.617,-5.1,57.142,66.223
0:18:24,5:15:30,9.856,13.163,-0.301,-0.304,0,0,5.068,45.296,4.904,-0.299,2.982,-866.789,-14.46,57.142,66.223
0:18:26,5:15:32,9.859,13.184,-0.302,-0.306,0,0,5.118,46.488,4.873,0.167,2.633,0,-14.46,57.142,66.223
0:18:28,5:15:34,9.888,13.183,-0.289,-0.291,0,0,5.088,46.488,4.914,1.401,2.721,0,-14.46,57.142,66.223
0:18:30,5:15:36,9.873,13.174,-0.29,-0.293,0,0,5.076,45.296,4.899,1.362,2.745,0,-14.46,57.142,66.223
0:18:32,5:15:38,9.819,13.156,-0.327,-0.331,0,0,5.088,46.488,4.914,1.579,2.673,0,-14.46,57.142,66.223
0:18:34,5:15:40,9.826,13.145,-0.329,-0.331,0,0,5.09,45.296,4.828,1.23,2.736,0,-14.46,57.142,66.223
