Relative Time,Time,Air Lift Pressure,Jet Water Pressure,Air Suction 1,Air Suction 2,Rack Drive Lowering,Swivel RPM,FWD,Torque,AFT,Pitch,Roll,Feed Result,Drill Depth,Tower Feed Setpoint,Drill Speed Setpoint
0:11:46,5:08:52,9.972,13.214,-0.255,-0.266,-61.993,7.395,5.04,107.28,4.888,1.359,2.336,121.148,665.23,57.142,72.845
0:11:48,5:08:54,9.997,13.231,-0.244,-0.253,-34.216,7.395,5.047,104.896,4.866,2.211,2.413,94.266,668.3,57.142,72.845
0:11:50,5:08:56,9.955,13.243,-0.268,-0.282,-38.137,7.395,5.043,107.28,4.876,0.867,2.98,94.266,671.99,57.142,72.845
0:11:52,5:08:58,9.942,13.235,-0.293,-0.304,-65.094,7.398,5.047,107.28,4.889,1.139,2.728,123.352,675.61,57.142,72.845
0:11:54,5:09:00,9.961,13.225,-0.27,-0.281,-57.993,7.398,5.038,110.856,4.871,-0.769,2.07,123.352,679.25,57.142,72.845
0:11:56,5:09:02,9.998,13.2,-0.226,-0.23,-31.899,7.395,5.105,119.2,4.866,1.836,2.493,101.672,681.79,57.142,72.845
0:11:58,5:09:04,10.03,13.244,-0.202,-0.209,-3.791,7.342,5.052,121.584,4.871,3.557,3.132,106.758,686.27,57.142,72.845
0:12:00,5:09:06,9.968,13.228,-0.241,-0.23,-18.55,7.304,5.035,118.008,4.838,4.1,1.061,122.766,689.62,57.142,72.845
0:12:02,5:09:08,9.946,13.238,-0.289,-0.29,-26.273,7.304,5.033,120.392,4.835,3.168,1.739,122.766,693.67,57.142,72.845
0:12:04,5:09:10,9.928,13.243,-0.288,-0.297,-27.712,7.301,5.061,121.584,4.843,1.551,2.988,102.07,696.35,57.142,72.845
0:12:06,5:09:12,9.989,13.238,-0.246,-0.255,-16.561,7.301,5.043,126.352,4.863,2.502,3.233,86.133,700.44,57.142,72.845
0:12:08,5:09:14,10.004,13.23,-0.229,-0.239,-27.381,7.301,5.056,118.008,4.856,1.812,4.225,118.148,702.94,57.142,72.845
0:12:10,5:09:16,10.004,13.224,-0.229,-0.235,-15.565,7.301,5.043,115.624,4.833,1.812,4.225,84.703,705.71,57.142,72.845
0:12:12,5:09:18,10.004,13.277,-0.245,-0.253,-11.288,7.304,5.068,118.008,4.826,1.879,1.736,84.703,708.88,57.142,72.845
0:12:14,5:09:20,9.956,13.243,-0.284,-0.292,-27.748,7.301,5.055,119.2,4.828,2.791,1.444,93.023,713.19,57.142,72.845
0:12:16,5:09:22,9.965,13.235,-0.275,-0.283,-34.619,7.301,5.035,126.352,4.856,2.192,1.165,133.336,716.16,57.142,72.845
0:12:18,5:09:24,10.007,13.234,-0.232,-0.237,-49.439,7.301,5.035,118.008,4.855,2.241,3.349,92.414,719.57,57.142,72.845
0:12:20,5:09:26,9.984,13.228,-0.235,-0.249,-12.216,7.301,5.033,115.624,4.85,0.488,4.3,92.414,721.64,57.142,72.845
0:12:22,5:09:28,9.992,13.257,-0.246,-0.255,-36.986,7.395,5.045,112.048,4.843,-0.879,3.358,85.359,726.12,57.142,72.845
0:12:24,5:09:30,9.994,13.271,-0.248,-0.255,-31.475,7.304,5.033,114.432,4.838,2.679,1.826,103.828,729.45,57.142,72.845
0:12:26,5:09:32,9.949,13.235,-0.265,-0.278,-56.669,7.304,5.038,112.048,4.816,-0.227,2.81,106.57,733.58,57.142,72.845
0:12:28,5:09:34,9.936,13.24,-0.283,-0.289,-53.748,7.298,5.043,116.816,4.816,1.435,4.248,103.219,736.41,57.142,72.845
0:12:30,5:09:36,9.984,13.254,-0.242,-0.247,-37.352,7.301,5.05,119.2,4.863,0.403,2.321,103.219,740.13,57.142,72.845
0:12:32,5:09:38,10.012,13.26,-0.225,-0.234,-7.263,7.301,5.038,119.2,4.876,2.213,2.39,131.719,744.2,57.142,72.845
0:12:34,5:09:40,9.998,13.26,-0.242,-0.253,-24.939,7.301,5.045,118.008,4.846,1.814,3.545,102.633,747.29,57.142,72.845
0:12:36,5:09:42,9.998,13.25,-0.248,-0.262,-23.914,7.301,5.047,120.392,4.826,1.851,6.139,73.148,750.55,57.142,72.845
0:12:38,5:09:44,10.015,13.258,-0.238,-0.248,-10.777,7.304,5.035,132.312,4.838,-0.877,1.977,113.555,754.56,57.142,72.845
0:12:40,5:09:46,10.001,13.245,-0.239,-0.252,-23.978,7.301,5.043,132.312,4.838,3.76,0.169,113.555,757.92,57.142,72.845
0:12:42,5:09:48,9.998,13.258,-0.246,-0.256,-10.95,7.238,5.056,132.312,4.838,1.841,1.45,114.727,760.86,57.142,72.845
0:12:44,5:09:50,10.015,13.252,-0.229,-0.239,-3.237,7.206,5.033,140.656,4.838,7.283,6.005,69.539,762.87,57.142,72.845
0:12:46,5:09:52,10.002,13.207,-0.235,-0.243,33.658,7.2,5.187,150.192,4.846,2.068,1.864,55.594,765.15,57.142,72.845
0:12:48,5:09:54,10.032,13.267,-0.219,-0.229,27.971,7.209,5.033,140.656,4.85,4.279,5.117,123.164,768.77,57.142,72.845
0:12:50,5:09:56,10.022,13.257,-0.229,-0.236,25,7.112,5.038,147.808,4.861,0.98,3.862,123.164,773.74,57.142,72.845
0:12:52,5:09:58,9.994,13.245,-0.264,-0.272,-3.119,7.112,5.047,138.272,4.845,4.334,4.243,119.414,775.48,57.142,72.845
0:12:54,5:10:00,10.002,13.254,-0.246,-0.272,11.162,7.2,5.038,143.04,4.826,-0.315,1.35,89.883,778.73,57.142,72.845
0:12:56,5:10:02,9.982,13.254,-0.242,-0.257,33.942,7.206,5.038,144.232,4.833,0.978,2.914,86.391,781.72,57.142,72.845
0:12:58,5:10:04,9.975,13.244,-0.249,-0.26,30.626,7.206,5.055,150.192,4.813,-0.652,4.356,86.391,785.99,57.142,72.845
0:13:00,5:10:06,9.986,13.243,-0.249,-0.259,40.047,7.162,5.035,158.536,4.821,1.924,2.231,117.563,788.12,57.142,72.845
0:13:02,5:10:08,10.012,13.24,-0.235,-0.248,74.342,7.112,5.033,158.536,4.835,-2.086,2.232,78.07,791.15,57.142,72.845
0:13:04,5:10:10,9.986,13.26,-0.252,-0.265,89.122,7.112,5.033,170.456,4.83,4.873,2.63,94.57,794.55,57.142,72.845
0:13:06,5:10:12,9.992,13.262,-0.261,-0.271,84.115,7.106,5.033,162.112,4.826,0.976,2.032,95.32,797.66,57.142,72.845
0:13:08,5:10:14,9.984,13.248,-0.266,-0.278,60.831,7.112,5.038,164.496,4.816,3.385,1.164,95.32,799.92,57.142,72.845
0:13:10,5:10:16,10.007,13.238,-0.241,-0.244,54.993,7.112,5.033,162.112,4.828,-1.071,6.203,78.844,803.71,57.142,72.845
0:13:12,5:10:18,10.03,13.243,-0.216,-0.223,66.083,7.09,5.056,170.456,4.816,1.891,6.275,108.633,806.46,57.142,72.845
0:13:14,5:10:20,10.017,13.257,-0.229,-0.238,107.971,6.977,5.038,179.992,4.835,0.988,4.88,82.102,809.35,57.142,72.845
0:13:16,5:10:22,9.997,13.264,-0.248,-0.253,94.673,7.011,5.035,178.8,4.826,2.677,0.607,100.313,813.22,57.142,72.845
0:13:18,5:10:24,9.955,13.254,-0.279,-0.284,79.004,6.923,5.038,164.496,4.813,3.543,3.259,100.313,816.99,57.142,66.223
0:13:20,5:10:26,9.951,13.248,-0.286,-0.293,56.255,6.823,5.04,170.456,4.833,1.925,3.334,124.969,821.06,57.142,66.223
0:13:22,5:10:28,9.998,13.23,-0.246,-0.269,71.777,6.631,5.04,172.84,4.85,3.257,4.554,82.242,822.46,57.142,66.223
0:13:24,5:10:30,10.022,13.248,-0.215,-0.226,112.759,6.392,5.033,166.88,4.868,0.368,-3.273,48.258,824.19,57.142,66.223
0:13:26,5:10:32,10.007,13.262,-0.238,-0.247,104.626,6.288,5.035,170.456,4.88,1.075,3.664,97.172,827.26,57.142,66.223
0:13:28,5:10:34,10.001,13.272,-0.252,-0.262,106.885,6.26,5.045,174.032,4.861,1.955,2.223,97.172,831.53,57.142,66.223
0:13:30,5:10:36,9.984,13.264,-0.266,-0.272,99.842,6.165,5.05,189.528,4.823,2.006,1.76,121.359,833.56,57.142,66.223
0:13:32,5:10:38,9.964,13.245,-0.266,-0.273,123.41,6.165,5.045,201.448,4.838,0.336,2.162,59.133,835.72,57.142,66.223
0:13:34,5:10:40,10.018,13.252,-0.235,-0.239,138.867,6.165,5.047,207.408,4.83,2.656,1.266,80.297,838.69,57.142,66.223
0:13:36,5:10:42,10.012,13.258,-0.233,-0.241,144.255,6.165,5.033,190.72,4.868,1.537,2.572,80.297,842.71,57.142,66.223
0:13:38,5:10:44,10.001,13.281,-0.242,-0.256,135.122,6.228,5.033,182.376,4.873,0.673,0.29,110.18,845.07,42.857,66.223
0:13:40,5:10:46,9.968,13.268,-0.279,-0.292,101.04,6.26,5.033,196.68,4.85,5.202,3.458,56.531,845.07,42.857,66.223
0:13:42,5:10:48,9.979,13.254,-0.283,-0.305,70.572,6.162,5.033,189.528,4.838,0.496,2.708,0,845.25,42.857,66.223
0:13:44,5:10:50,10.007,13.272,-0.244,-0.25,59.079,6.184,5.022,179.992,4.828,-0.361,3.388,35.344,846.54,42.857,66.223
0:13:46,5:10:52,10.021,13.262,-0.228,-0.238,64.378,6.257,5.035,165.688,4.838,0.575,3.401,35.344,847.64,42.857,66.223
0:13:48,5:10:54,10.037,13.252,-0.224,-0.235,70.076,6.26,5.033,162.112,4.833,0.601,2.815,30.117,848.38,42.857,66.223
0:13:50,5:10:56,10.022,13.296,-0.244,-0.249,75.453,6.257,5.035,172.84,4.838,-0.649,2.991,16.875,848.5,42.857,66.223
0:13:52,5:10:58,10.002,13.254,-0.253,-0.26,60.532,6.26,5.033,179.992,4.851,2.621,2.517,12.984,849.77,42.857,66.223
0:13:54,5:11:00,9.978,13.264,-0.273,-0.279,49.014,6.26,5.033,175.224,4.845,-0.835,1.528,12.984,851.38,42.857,66.223
0:13:56,5:11:02,9.988,13.245,-0.256,-0.261,41.741,6.26,5.033,162.112,4.838,1.001,3.523,56.156,852.97,42.857,66.223
0:13:58,5:11:04,10.032,13.248,-0.229,-0.237,64.378,6.291,5.033,170.456,4.833,3.895,2.902,51,854.31,42.857,66.223
0:14:00,5:11:06,10.008,13.282,-0.24,-0.25,66.892,6.323,5.038,171.648,4.767,-0.78,2.487,19.219,854.45,42.857,66.223
0:14:02,5:11:08,10.018,13.277,-0.249,-0.258,73.655,6.26,5.033,171.648,4.805,1.698,1.406,24.633,855.33,42.857,66.223
0:14:04,5:11:10,9.989,13.286,-0.259,-0.266,56.64,6.26,5.033,165.688,4.84,2.088,3.145,24.633,857.21,42.857,66.223
0:14:06,5:11:12,9.986,13.271,-0.27,-0.275,41.137,6.26,5.038,171.648,4.607,3.222,4.218,44.953,858,42.857,66.223
0:14:08,5:11:14,10.007,13.258,-0.242,-0.246,45.417,6.26,5.033,171.648,4.843,4.102,2.393,26.227,858.59,42.857,66.223
0:14:10,5:11:16,10.018,13.262,-0.225,-0.232,55.468,6.257,5.033,166.88,4.616,1.547,3.674,21.563,859.69,42.857,66.223
0:14:12,5:11:18,10.03,13.278,-0.23,-0.238,50.914,6.26,5.038,158.536,4.851,0.94,0.867,50.695,861.31,42.857,66.223
0:14:14,5:11:20,9.997,13.295,-0.258,-0.266,57.504,6.257,5.033,164.496,4.818,0.768,3.582,50.695,862.06,42.857,66.223
0:14:16,5:11:22,9.975,13.252,-0.283,-0.291,49.025,6.26,5.027,178.8,4.821,0.255,2.662,29.484,863.42,42.857,66.223
0:14:18,5:11:24,9.997,13.245,-0.282,-0.283,48.007,6.257,5.033,178.8,4.826,1.581,2.804,23.273,864.44,42.857,66.223
0:14:20,5:11:26,10.021,13.25,-0.235,-0.237,61.353,6.257,5.033,176.416,4.768,2.002,3.195,50.625,865.79,42.857,66.223
0:14:22,5:11:28,10.001,13.26,-0.219,-0.231,62.532,6.266,5.038,159.728,4.795,1.041,2.737,50.625,866.99,42.857,66.223
0:14:24,5:11:30,10.001,13.264,-0.251,-0.259,71.147,6.323,5.035,172.84,4.488,-0.906,3.37,32.906,867.53,42.857,66.223
0:14:26,5:11:32,9.974,13.285,-0.276,-0.282,69.734,6.26,5.033,183.568,3.548,1.235,1.173,14.25,867.93,42.857,66.223
0:14:28,5:11:34,9.978,13.258,-0.282,-0.29,60.856,6.165,5.033,185.952,4.181,0.806,2.771,22.336,869,42.857,66.223
0:14:30,5:11:36,10.031,13.25,-0.246,-0.249,66.773,6.165,5.033,175.224,4.219,-2.212,2.985,36.117,870.15,42.857,66.223
0:14:32,5:11:38,10.031,13.244,-0.228,-0.234,74.201,6.184,5.033,172.84,3.768,-0.364,3.467,36.117,871.17,42.857,66.223
0:14:34,5:11:40,10.001,13.277,-0.258,-0.265,81.64,6.26,5.033,177.608,4.843,-0.217,1.959,27.586,871.65,42.857,66.223
0:14:36,5:11:42,9.955,13.245,-0.283,-0.291,62.827,6.26,5.033,179.992,4.785,-0.124,2.332,16.336,872.24,42.857,66.223
0:14:38,5:11:44,10.001,13.25,-0.263,-0.266,56.507,6.26,5.035,177.608,4.609,3.145,3.379,24.234,873.28,42.857,66.223
0:14:40,5:11:46,10.015,13.254,-0.23,-0.239,50.932,6.26,5.033,162.112,4.84,2.494,4.443,35.789,874.35,42.857,66.223
0:14:42,5:11:48,10.017,13.268,-0.233,-0.237,55.946,6.26,5.035,163.304,4.805,0.473,1.359,35.789,874.94,42.857,66.223
0:14:44,5:11:50,10.027,13.285,-0.234,-0.239,67.468,6.257,5.033,172.84,4.851,1.458,3.114,14.273,875.23,42.857,66.223
0:14:46,5:11:52,9.978,13.257,-0.269,-0.281,59.295,6.257,5.033,169.264,4.833,1.207,3.265,14.063,876.14,42.857,66.223
0:14:48,5:11:54,9.989,13.258,-0.283,-0.286,33.712,6.26,5.033,158.536,4.709,-0.258,2.862,41.508,877.51,42.857,66.223
0:14:50,5:11:56,10.017,13.252,-0.24,-0.248,37.784,6.26,5.038,163.304,4.818,3.563,4.614,27.258,878.39,42.857,66.223
0:14:52,5:11:58,10.021,13.254,-0.226,-0.231,45.978,6.257,5.033,163.304,4.873,3.865,3.956,27.258,878.59,42.857,66.223
0:14:54,5:12:00,10.002,13.252,-0.244,-0.251,52.083,6.257,5.033,159.728,4.818,1.288,2.513,5.086,879.34,42.857,66.223
0:14:56,5:12:02,9.992,13.299,-0.27,-0.278,56.004,6.26,5.035,165.688,4.833,3.502,3.185,37.758,880.47,42.857,66.223
0:14:58,5:12:04,9.986,13.272,-0.285,-0.291,57.187,6.257,5.035,168.072,4.792,1.428,2.226,26.555,881.49,42.857,66.223
0:15:00,5:12:06,9.989,13.281,-0.283,-0.287,42.252,6.26,5.033,171.648,4.868,3.112,1.465,26.555,882.09,42.857,66.223
0:15:02,5:12:08,9.989,13.245,-0.264,-0.264,48.216,6.257,5.033,174.032,4.826,0.997,4.113,22.5,882.89,42.857,66.223
0:15:04,5:12:10,10.002,13.267,-0.241,-0.243,59.41,6.26,5.033,174.032,4.873,0.126,3.285,23.602,883.73,42.857,66.223
0:15:06,5:12:12,10.022,13.252,-0.232,-0.24,64.691,6.257,5.033,163.304,4.888,1.509,2.287,24.984,884.72,42.857,66.223
0:15:08,5:12:14,9.986,13.275,-0.253,-0.256,72.014,6.26,5.033,165.688,4.873,1.99,2.106,14.742,885.02,42.857,66.223
0:15:10,5:12:16,9.949,13.277,-0.29,-0.291,62.755,6.26,5.035,182.376,4.884,0.07,2.795,14.742,885.22,42.857,66.223
0:15:12,5:12:18,9.945,13.258,-0.31,-0.311,49.201,6.26,5.043,181.184,4.868,0.586,3.034,12.961,886.53,42.857,66.223
0:15:14,5:12:20,9.978,13.262,-0.279,-0.282,48.727,6.257,5.033,178.8,4.863,0.524,2.81,34.523,887.53,42.857,66.223
0:15:16,5:12:22,10.022,13.272,-0.236,-0.241,67.755,6.26,5.033,168.072,4.871,0.303,2.297,21.914,887.91,42.857,66.223
0:15:18,5:12:24,9.986,13.26,-0.259,-0.266,68.579,6.26,5.03,170.456,4.878,4.505,5.906,0.516,887.93,42.857,66.223
0:15:20,5:12:26,9.979,13.282,-0.28,-0.283,64.004,6.26,5.033,166.88,4.868,-0.161,3.769,0.516,888.57,42.857,66.223
0:15:22,5:12:28,9.978,13.272,-0.281,-0.286,60.014,6.257,5.045,174.032,4.876,1.184,2.58,17.93,890.1,42.857,66.223
0:15:24,5:12:30,9.961,13.254,-0.289,-0.293,50.853,6.257,5.055,171.648,4.876,-0.278,2.808,47.414,891.18,42.857,66.223
0:15:26,5:12:32,9.994,13.275,-0.265,-0.264,57.691,6.26,5.056,172.84,4.876,0.8,1.912,18.211,891.51,42.857,66.223
0:15:28,5:12:34,10.015,13.248,-0.248,-0.251,65.173,6.26,5.045,171.648,4.888,0.367,2.69,18.211,891.25,42.857,66.223
0:15:30,5:12:36,9.982,13.275,-0.27,-0.275,63.748,6.26,5.047,165.688,4.878,1.699,3.314,-3.938,892.7,42.857,66.223
0:15:32,5:12:38,9.965,13.268,-0.294,-0.298,49.133,6.272,5.047,160.92,4.873,-0.874,2.368,48.305,893.69,42.857,66.223
0:15:34,5:12:40,9.978,13.268,-0.285,-0.293,53.827,6.272,5.047,168.072,4.868,3.011,0.353,18.797,894.08,42.857,66.223
0:15:36,5:12:42,9.988,13.281,-0.275,-0.273,50.878,6.257,5.045,169.264,4.871,1.141,1.826,5.461,894.27,42.857,66.223
0:15:38,5:12:44,9.942,13.272,-0.296,-0.298,61.245,6.257,5.06,164.496,4.866,1.604,2.635,5.461,895.04,42.857,66.223
0:15:40,5:12:46,9.936,13.258,-0.287,-0.297,68.327,6.26,5.047,164.496,4.851,-0.026,2.463,20.93,896.26,42.857,66.223
0:15:42,5:12:48,9.964,13.244,-0.292,-0.293,60.259,6.26,5.045,170.456,4.884,3.057,0.27,35.742,897.19,42.857,66.223
0:15:44,5:12:50,9.979,13.257,-0.296,-0.297,56.673,6.26,5.047,175.224,4.85,1.705,6.935,13.359,897.19,42.857,66.223
0:15:46,5:12:52,9.979,13.285,-0.276,-0.277,67.64,6.257,5.05,174.032,4.851,1.639,5.729,0.938,897.23,42.857,66.223
0:15:48,5:12:54,9.969,13.277,-0.286,-0.291,80.82,6.26,5.06,177.608,4.876,2.593,4.001,0.938,898.27,42.857,66.223
0:15:50,5:12:56,9.972,13.267,-0.286,-0.291,71,6.26,5.052,169.264,4.884,2.87,1.005,42.047,899.75,42.857,66.223
0:15:52,5:12:58,9.965,13.264,-0.303,-0.308,56.568,6.257,5.056,172.84,4.883,3.08,2.753,33.07,900.4,42.857,66.223
0:15:54,5:13:00,9.988,13.258,-0.272,-0.285,63.338,6.26,5.071,182.376,4.883,1.141,2.735,0.984,900.4,42.857,66.223
0:15:56,5:13:02,10.015,13.277,-0.244,-0.247,75.094,6.257,5.068,172.84,4.785,0.418,4.57,13.969,900.98,42.857,66.223
0:15:58,5:13:04,9.997,13.264,-0.259,-0.265,88.978,6.26,5.068,172.84,4.86,4.072,3.9,13.969,902.13,42.857,66.223
0:16:00,5:13:06,9.961,13.264,-0.301,-0.293,0,6.26,5.06,176.416,4.884,0.705,-0.191,37.313,902.06,42.857,66.223
0:16:02,5:13:08,9.994,13.281,-0.287,-0.294,0,6.26,5.056,154.96,4.883,4.38,2.166,-11.508,902.06,42.857,66.223
0:16:04,5:13:10,9.972,13.252,-0.282,-0.285,0,6.257,5.066,152.576,4.883,2.199,3.407,0,902.06,42.857,66.223
0:16:06,5:13:12,10.03,13.282,-0.245,-0.245,0,6.266,5.068,146.616,4.888,3.05,3.538,0,902.06,42.857,66.223
0:16:08,5:13:14,10.004,13.275,-0.242,-0.246,0,6.257,5.066,138.272,4.861,2.584,3.052,0,902.06,42.857,66.223
0:16:10,5:13:16,9.998,13.278,-0.261,-0.271,0,6.36,5.06,139.464,4.873,2.387,2.084,0,902.06,42.857,66.223
0:16:12,5:13:18,10.011,13.292,-0.267,-0.271,0,6.354,5.06,143.04,4.888,2.91,0.941,0,902.06,42.857,66.223
0:16:14,5:13:20,10.018,13.271,-0.259,-0.262,0,6.351,5.095,139.464,4.884,1.608,-2.841,0,902.06,42.857,66.223
0:16:16,5:13:22,9.998,13.277,-0.268,-0.271,0,6.354,5.106,137.08,4.851,0.532,4.506,0,902.06,42.857,66.223
0:16:18,5:13:24,10.002,13.267,-0.278,-0.285,0,6.36,5.095,138.272,4.846,2.311,3.971,0,902.06,42.857,66.223
0:16:20,5:13:26,9.984,13.271,-0.274,-0.275,0,6.354,5.093,140.656,4.821,0.383,4.617,0,902.06,42.857,66.223
0:16:22,5:13:28,9.988,13.258,-0.274,-0.275,0,6.354,5.095,144.232,4.821,-0.893,2.75,0,902.06,42.857,66.223
0:16:24,5:13:30,10.004,13.271,-0.253,-0.262,0,6.257,5.045,146.616,4.823,3.624,2.498,0,902.06,42.857,66.223
0:16:26,5:13:32,10.025,13.26,-0.247,-0.251,0,6.282,5.056,137.08,4.813,9.646,-1.444,0,902.06,42.857,66.223
0:16:28,5:13:34,10.002,13.245,-0.265,-0.27,0,6.354,5.105,131.12,4.811,7.35,2.486,0,902.06,42.857,66.223
0:16:30,5:13:36,10.004,13.262,-0.278,-0.281,0,6.354,5.098,135.888,4.826,-1.139,2.591,0,902.06,42.857,66.223
0:16:32,5:13:38,10.001,13.262,-0.273,-0.282,0,6.354,5.109,128.736,4.805,-0.46,1.251,0,902.06,42.857,66.223
0:16:34,5:13:40,9.986,13.25,-0.26,-0.262,0,6.354,5.085,129.928,4.811,5.115,1.043,-0.023,902.06,42.857,66.223
0:16:36,5:13:42,10.012,13.24,-0.243,-0.248,0,6.351,5.056,127.544,4.821,2.447,3.475,-0.023,902.06,42.857,66.223
0:16:38,5:13:44,10.05,13.271,-0.21,-0.218,0,6.351,5.047,126.352,4.811,4.942,3.482,0,902.06,57.142,66.223
0:16:40,5:13:46,10.012,13.281,-0.251,-0.243,0,6.354,5.056,137.08,4.811,3.904,1.957,0,902.06,57.142,66.223
0:16:42,5:13:48,9.978,13.281,-0.29,-0.295,0,6.354,5.123,126.352,4.8,1.536,4.545,0,902.06,57.142,66.223
0:16:44,5:13:50,9.956,13.267,-0.307,-0.31,0,6.354,5.105,129.928,4.811,-0.474,-0.811,0,902.06,57.142,66.223
0:16:46,5:13:52,10.007,13.245,-0.272,-0.265,0,6.354,5.085,132.312,4.851,4.745,3.513,0,902.06,57.142,66.223
0:16:48,5:13:54,10.021,13.257,-0.225,-0.238,0,6.354,5.085,121.584,4.855,0.987,1.312,0,902.06,57.142,66.223
0:16:50,5:13:56,10.051,13.258,-0.216,-0.221,0,6.439,5.035,114.432,4.83,-0.54,2.603,0,902.06,57.142,66.223
0:16:52,5:13:58,9.997,13.272,-0.254,-0.263,0,6.448,5.056,118.008,4.826,-0.057,3.3,0,902.06,57.142,66.223
0:16:54,5:14:00,9.945,13.275,-0.292,-0.291,0,6.448,5.063,126.352,4.801,0.684,0.884,0,902.06,57.142,66.223
0:16:56,5:14:02,9.982,13.282,-0.28,-0.282,0,6.445,5.078,126.352,4.813,1.076,4.519,0,902.06,57.142,66.223
0:16:58,5:14:04,10.001,13.24,-0.259,-0.263,0,6.36,5.066,121.584,4.816,0.009,2.893,0,902.06,57.142,66.223
0:17:00,5:14:06,9.992,13.254,-0.254,-0.259,0,6.382,5.061,118.008,4.821,3.61,0.133,0,902.06,57.142,66.223
0:17:02,5:14:08,10.017,13.278,-0.246,-0.25,0,6.448,5.076,116.816,4.811,3.45,1.976,0,902.06,57.142,66.223
0:17:04,5:14:10,10.015,13.252,-0.237,-0.242,0,6.448,5.081,118.008,4.816,3.484,3.529,0,902.06,57.142,66.223
0:17:06,5:14:12,10.007,13.278,-0.25,-0.255,0,6.455,5.068,116.816,4.818,2.688,2.272,0,902.06,57.142,66.223
0:17:08,5:14:14,10.044,13.286,-0.245,-0.244,0,6.448,5.081,125.16,4.811,0.552,-0.239,0,902.06,57.142,66.223
0:17:10,5:14:16,10.06,13.282,-0.225,-0.232,0,6.448,5.073,115.624,4.813,-0.706,2.914,0,902.06,57.142,66.223
0:17:12,5:14:18,10.007,13.262,-0.247,-0.25,0,6.448,5.098,115.624,4.818,-0.088,-0.35,0,902.06,57.142,66.223
0:17:14,5:14:20,9.997,13.26,-0.268,-0.27,0,6.448,5.095,120.392,4.811,-6.836,4.94,0,902.06,57.142,66.223
0:17:16,5:14:22,10.017,13.271,-0.242,-0.244,0,6.448,5.1,115.624,4.85,3.181,2.135,0,902.06,57.142,66.223
0:17:18,5:14:24,10.045,13.267,-0.224,-0.232,0,6.448,5.088,113.24,4.83,0.949,2.748,0,902.06,57.142,66.223
0:17:20,5:14:26,10.045,13.258,-0.231,-0.237,0,6.448,5.095,115.624,4.813,1.562,1.84,0,902.06,57.142,66.223
0:17:22,5:14:28,9.989,13.286,-0.253,-0.264,0,6.448,5.1,113.24,4.818,0.968,2.905,0,902.06,57.142,66.223
0:17:24,5:14:30,9.939,13.285,-0.313,-0.316,0,6.455,5.121,118.008,4.795,0.432,3.606,0,902.06,57.142,66.223
0:17:26,5:14:32,9.978,13.238,-0.3,-0.295,0,6.445,5.098,120.392,4.797,2.245,2.428,0,902.06,57.142,66.223
0:17:28,5:14:34,10.04,13.254,-0.242,-0.241,0,6.448,5.078,115.624,4.778,0.934,1.366,0,902.06,57.142,66.223
0:17:30,5:14:36,10.018,13.25,-0.231,-0.24,0,6.448,5.055,112.048,4.78,0.35,3.191,0,902.06,57.142,66.223
0:17:32,5:14:38,9.982,13.257,-0.277,-0.28,0,6.543,5.047,109.664,4.719,-0.655,3.789,0,902.06,57.142,66.223
0:17:34,5:14:40,9.984,13.281,-0.297,-0.297,0,6.448,5.05,115.624,4.78,2.041,2.468,0,902.06,57.142,66.223
0:17:36,5:14:42,9.975,13.26,-0.29,-0.296,-255.054,6.445,5.045,120.392,4.846,2.64,2.64,0,902.06,57.142,66.223
0:17:38,5:14:44,9.961,13.252,-0.294,-0.299,-480.146,6.445,5.085,108.472,4.79,1.503,2.715,-247.898,886.42,57.142,66.223
0:17:40,5:14:46,9.974,13.243,-0.279,-0.28,-463.137,6.54,5.105,90.592,4.901,6.398,1.287,-900.141,854.22,57.142,66.223
0:17:42,5:14:48,9.982,13.25,-0.273,-0.284,-413.216,6.549,5.101,89.4,4.873,1.841,2.199,-900.141,817.13,57.142,66.223
0:17:44,5:14:50,9.936,13.272,-0.301,-0.31,-388.777,6.634,5.116,91.784,4.835,2.733,3.376,-1218.516,767.38,57.142,66.223
0:17:46,5:14:52,9.936,13.24,-0.313,-0.313,-404.892,6.637,5.118,91.784,4.889,2.914,6.584,-1365.305,721.34,57.142,66.223
0:17:48,5:14:54,9.852,13.238,-0.37,-0.373,-399.763,6.637,5.088,89.4,4.898,1.849,3.259,-1567.453,671.8,57.142,66.223
0:17:50,5:14:56,9.877,13.207,-0.353,-0.358,-403.201,6.634,5.083,85.824,4.868,-1.241,5.573,-1567.453,609.58,57.142,66.223
0:17:52,5:14:58,9.885,13.206,-0.328,-0.33,-371.369,6.637,5.095,84.632,4.823,0.944,2.041,-1720.242,555.49,57.142,66.223
0:17:54,5:15:00,9.83,13.203,-0.346,-0.353,-365.518,6.634,5.109,84.632,4.843,3.568,2.56,-2029.031,482.11,57.142,66.223
0:17:56,5:15:02,9.84,13.191,-0.37,-0.368,-379.979,6.637,5.126,84.632,4.88,-0.003,2.728,-2064.797,417.07,57.142,66.223
0:17:58,5:15:04,9.832,13.197,-0.366,-0.37,-382.856,6.637,5.111,83.44,4.84,0.769,2.146,-1968.211,347.17,57.142,66.223
0:18:00,5:15:06,9.845,13.187,-0.353,-0.36,-376.957,6.637,5.116,83.44,4.818,0.831,2.295,-1968.211,275.07,57.142,66.223
